Instrução,PPL,BLEU,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1,Faithfulness,Answer Relevance,Plan Adherence,Gerado,Referência
Qual região do cérebro é fundamental para a tomada...,5.04,21.82,0.513,0.324,0.513,0.667,0.606,0.5,O regio do cérebro é fundamental para a tomada de deciso influenciada pelo sono.,"O córtex pré-frontal sofre modulação da ínsula e do córtex cingulado, importante para a tomada de decisão influenciada pelo sono."
Quais são as características da fase 1 do sono?...,7.62,2.36,0.25,0.067,0.25,0.6,0.45,0.5,O fase 1 de sono está envolvido em aprendizaço na ciência cognitiva.,"Fase 1 é a fase mais leve com sono superficial, como um cochilo, e diminuição da atividade cerebral."
Quão muitas horas de sono um indivíduo precisa por...,5.94,3.13,0.1,0.0,0.1,0.455,0.406,0.5,O indivduo precisa por noite está a regulaço completa do corpo e da mente.,De 7 a 9 horas.
Quais são os fatores influenciando a qualidade do ...,5.45,2.18,0.171,0.0,0.171,0.833,0.729,0.5,"Os fatores influenciando a qualidade do sono e o julgamento so como tempo, tempo e temporal.","Sono inconsciente, informations concientes, horas de sono, alimentação, eletrônicos, humor, emoções, emoções, emoções, julgamento."
Quais áreas do cérebro são implicadas na influênci...,3.77,4.46,0.25,0.091,0.25,0.286,0.243,0.5,O cérebro so implicado na influência da emoçes en espaol.,O córtex parietal e o sistema visual são implicados.
Qual é o papel das emoções na tomada de decisão?...,5.71,2.33,0.304,0.045,0.217,0.4,0.283,0.5,"O papel das emoçes na tomada de deciso é uma resposta de aço, enquanto os pensamientos como a teoria so importantes.","As emoções podem levar a decisões precipitadas, cautelosas ou otimistas, impactando tanto a razão quanto a avaliação de opções."
Quais fatores influenciam a tomada de decisão econ...,2.87,7.02,0.513,0.27,0.462,0.5,0.45,0.5,A tomada de deciso econômica influencia ênfase no estresse psicológico e distrbios cognitivos.,"A tomada de decisão econômica é influenciada pelo estresse psicológico, distúrbios cognitivos, labilidad emocional e os desafios financeiros, como a pobreza."
Qual é o papel do córtex pré-frontal e da dopamina...,3.49,2.87,0.444,0.24,0.444,0.5,0.45,0.5,Córtex pré-frontal e dopamina ajudam decises econômicas.,"O córtex pré-frontal planeja decisões, e a dopamina aumenta a otimismo para escolhas recompensadoras."
Quais áreas do cérebro estão implicadas na conduçã...,22.06,2.05,0.0,0.0,0.0,0.471,0.417,0.5,"A cérebro está implicada na conduço de busca de recompensas baseado emocionais, e a tomada de deciso que avalia custo-benefcio.","Amígdala, VTA, OFC, dmPFC, vmPFC."
Qual impacto as emoções morais têm nas decisões so...,4.48,5.91,0.174,0.0,0.174,0.333,0.278,0.5,Emoçes morais têm ajuda na deciso sociais.,Emotions como culpa e gratidão orientam o comportamento humano nas decisões sociais.
Quais sistemas cerebrais contribuem para a tomada ...,8.64,0.55,0.045,0.0,0.045,0.3,0.257,0.5,"Os crculos cerebrais, emoçes cognitivas, avaliaço da justiça social.","O sistema emocional (amígdala, hipocampo), sistema de mentalização (junção temporoparietal, córtex pré-frontal dorsomedial), sistema recompensa (córtex pré-frontal ventromedial) e sistema de controle (córtex frontoparietal)."
Quais fatores influenciam a tomada de decisão huma...,5.41,1.58,0.0,0.0,0.0,0.667,0.619,0.5,Fatores influenciam a tomada de deciso humana.,"Percepção sensorial, interação social, ambiente físico, estado emocional, personalidade, memórias, sono."
Quão a tomada de decisão impacta diferentes áreas ...,7.0,2.77,0.162,0.114,0.162,0.714,0.67,0.5,A tomada de deciso impacta diferentes áreas da vida.,"A tomada de decisão afeta psicologia clínica, fisiopatologia de transtornos mentais, economia comportamental, estratégias de decisões complexas, relações interpessoais, finanças e trabalho."
Quais áreas de estudo estão envolvidas na investig...,6.83,2.84,0.0,0.0,0.0,0.6,0.55,0.5,Os áreas de estudo envolvidas na investigaço sobre processos de tomada de deciso.,"Neurociencia, Psicologia, Ergonômica."
Quais são alguns dos tópicos abordados pelos artig...,6.62,1.14,0.0,0.0,0.0,0.714,0.635,0.5,Os tópicos abordados pelos artigos listados so emoçes cognitivas.,"Cognição da tomada de decisão em doenças, cognição da tomada de decisão, impacto do sono na cognição humana e desenvolvimento."
Quais fatores podem influenciar a fisiologia do so...,7.51,2.83,0.083,0.0,0.083,0.5,0.404,0.5,"O sono de acordo com as revises pode influenciar a fisiologia cognitiva, como a viso emocional.","Ambientes do sono, higiene do sono, emoções."
Quais emoções afetam a prontidão de ação em decisõ...,3.25,4.79,0.48,0.174,0.32,0.125,0.104,0.5,Os emoçes afetam a prontido de aço e o deciso direcionado.,O medo e a felicidade modificam a prontidão de ação.
Quais fatores podem influenciar a tomada de decisã...,4.66,5.52,0.211,0.0,0.211,0.182,0.162,0.5,"Fatores emocionales, cognitividade e aço de deciso econômica.","Situação financeira, tempo, risco e alfabetização financeira."
Que mecanismos neuronais são discutidos no context...,2.6,30.27,0.522,0.381,0.522,0.625,0.562,0.5,Os mecanismos neuronais so implicadas em aprendizagem social e tomada de deciso.,O mecanismo neural de aprendizagem social e tomada de decisão.
Qual é o papel do controle cognitivo na afetividad...,2.76,23.31,0.417,0.364,0.417,0.375,0.324,0.5,O controle cognitivo na afetividade fica como uma tecnologia emocionada.,"O controle cognitivo na afetividade é usado para gerenciar experiências emocionais, positivas ou negativas."
Qual é a principal diferença entre emoção e sentim...,3.6,9.6,0.4,0.214,0.4,0.167,0.125,0.5,Emoço e sentimento so diferentes enquanto o sentimento está determinado na emoción.,"A emoção é uma resposta inconsciente e autônoma, enquanto o sentimento é sua percepção consciente."
Quais emoções são consideradas primárias e como di...,5.0,4.32,0.273,0.095,0.136,0.167,0.113,0.5,"Primárias envolvem emoçes como pensamento, enquanto so a sequência. Segundaras, onde escolha, ajudam os pensamientos e enfo","As emoções primárias são inatas e independentes do estímulo externo, enquanto as secundárias são moldadas por preceitos socioculturais."
Qual é a relação entre respostas motrôes e emoções...,8.37,3.87,0.364,0.095,0.227,0.125,0.09,0.5,"Resostas motrôes e emoçes esto interconnectedes, como a resposta pode ajudar a adopço de melhores cognitivos.","Respostas motrôes, como rir ou chorar, são reflexos involuntários de emoções fortes, enquanto respostas voluminárias envolvem processamento neurofuncional mais complexo."
Quais regiões do cérebro são parte do Circuito de ...,5.94,6.17,0.238,0.1,0.143,0.6,0.531,0.5,"Regies do cérebro so parte do Circuito de Papez, também conhecido como Systema Lmbico.","Circuito de Papez inclui o córtex cingulado, córtex orbitofrontal, amígdala, córtex parietal, hipocampo, hipotálamo e núcleos anteriores do tálamo."
Quais estruturas são envolvidas no processamento n...,10.75,1.03,0.056,0.0,0.056,0.5,0.35,0.5,"Os estruturas envolvidas na processamento neural das emoçes, incluindo o cerebrum, cerebellum, crculo-nervoso, temporal lobe, occipital cortex, parietal cortex, dors","O córtex cingulado, gânglios da base, hipocampo, hipotálamo, sistema nervoso autônomo, sistema imunológico, formam o sistema límbico. O hipotálamo envia sinais para o tronco encefálico, retângulo formador do tronco encefálico, e sistema imunológico, influenciando respostas fisiológicas e comportamentais."
Quais são os principais mecanismos fisiológicos de...,25.79,2.39,0.205,0.0,0.205,0.857,0.679,0.5,"Os principais mecanismos fisiológicos desencadeados pelo hipotálamo so a reorganizaço de emoçes, como o córtex cntrico, e a reduç","A regulação da pressão arterial, temperatura corporal, motilidade do trato gastrointestinal e osmolalidade."
Quais funções é responsável a amígdala em resposta...,9.05,1.84,0.276,0.074,0.207,0.25,0.216,0.5,"Amgdala é resposta às emoçes, e estmulos sensoriais.","A amígdala processa emoções, gera respostas comportamentais, auxilia no relacionamento com o meio ambiente e modula funções afetivas."
Qual fator influencia fortemente o vínculo entre p...,11.81,3.38,0.08,0.0,0.08,0.444,0.365,0.5,O vnculo entre pais e crianças nascidas fortalece a renovaço de ciências cognitivas.,Estímulo pré-natal com conversas e músicas.
Quais são os efeitos da afetividade negativa da mã...,2.96,9.22,0.581,0.414,0.581,0.571,0.536,0.5,Afetividade negativa da me na regulaço emocional de um filho.,"A afetividade negativa da mãe pode prejudicar a regulação emocional saudável de um filho, afetando seu desenvolvimento."
Qual é o impacto do desenvolvimento emocional na c...,6.68,3.42,0.437,0.133,0.25,0.75,0.648,0.5,"O desenvolvimento emocional na confiança e desempenho escolar é importante, ajudando a adopço dos crianças.",Crianças com apoio emocional tendem a ter maior autoconfiança e rendimento escolar melhor.
Quais aspectos influenciam o neurodesenvolvimento ...,7.74,4.03,0.0,0.0,0.0,0.4,0.3,0.5,"O neurodesenvolvimento adolescente influencia a reorganizaço de neurônios, afetaçes emocionais.","Experiências com cuidadores, amizades e valores culturais da família."
Quais fatores estão associados a uma sensibilidade...,8.37,3.67,0.077,0.0,0.077,0.5,0.417,0.5,A sensibilidade tendenciosa está asociada a uma senso cognitiva na desenvolvimento neural.,"Privação emocional na infância, cuidados parentais inadequados e experiências em orfanatos."
Qual é o papel do corpo estriado nos processos com...,3.72,7.84,0.312,0.133,0.312,0.571,0.468,0.5,"O corpo estriado ajuda a comportamentais adolescentes, enfocando atençes emocionais.","O corpo estriado está relacionado à avaliação social e sensibilidade em adolescentes, influenciando decisões e sentimentos sobre aceitação social."
Qual é o papel da amígdala em adolescentes ansioso...,3.96,2.31,0.214,0.077,0.214,0.25,0.225,0.5,A amgdala é uma emoço de adolescentes ansiosos.,"A amígdala fica hiperativa em situações de avaliação de aceitação social, afetando respostas comportamentais e emocionais."
Qual papel a afetividade desempenha no processo de...,3.86,7.6,0.286,0.105,0.286,0.714,0.714,0.5,A afetividade desempenha o processo de aprendizagem e desenvolvimento.,A afetividade tem um papel fundamental na modulação do crescimento cognitivo.
Quais são as mudanças no desenvolvimento cognitivo...,11.62,6.72,0.353,0.082,0.275,0.667,0.533,0.5,"O desenvolvimento cognitivo e cerebral observadas à medida envelhecem a renovaço de ciências, como a resposta da vida e a intensidade de seguridade.","O desenvolvimento cognitivo continua a se desenvolver até a idade adulta, mas o cérebro experimenta atrofia, perda de massa cerebral e redução na conectividade interneuronal."
Quais diferenças foram observadas entre o desenvol...,11.09,6.68,0.275,0.082,0.157,0.5,0.389,0.5,"O desenvolvimento cognitivo em adultos jovens é melhor com a reorganizaço de cóleras, enquanto a adulto velhos no está fazendo uma resposta.","Adultos velhos mostraram lentidão cognitiva e diminuição no processamento sensório-motor, impactando o desempenho diário, enquanto a vida afetiva não exibe perdas semelhantes."
Quais são os transtornos que afetam negativamente ...,9.2,4.46,0.222,0.0,0.222,0.875,0.875,0.5,Os transtornos afetam negativamente o estado basal de ânimo humano.,"Transtornos de Humor, incluindo distúrbios da afeto."
Quais quatro componentes originais da teoria dos h...,22.06,4.27,0.0,0.0,0.0,0.75,0.75,0.5,Componentes originais da teoria dos humores foram propostos.,"Bile negra, bile amarela, fleuma e sangue."
Quão pode afetar o humor e como os medicamentos in...,4.05,21.19,0.5,0.294,0.444,0.714,0.635,0.5,"O humor pode afetar o distrbio do humor, e os medicamentos influenciam o diviso de humor.","O humor pode ser afetado por condições, e os medicamentos podem antecipar ou piorar o distúrbio do humor."
Quais sintomas afetam o cérebro devido a privação ...,8.77,3.02,0.188,0.0,0.125,0.444,0.404,0.5,"O cérebro devido a privaço de sono, e a perturbación do humor.","Lapses de memórias, percepção distorcida da cognição, diminuição da serotonina, ansiedade, mal-estar."
Qual é um agravante que pode contribuir para mudan...,9.64,2.45,0.074,0.0,0.074,0.714,0.607,0.5,A agravante que pode contribuir para mudanças no humor e percepço é o cólera cognitiva.,"Isolamento social, levando a um déficit de reconhecimento emocional."
Qual é a principal diferença entre depressão unipo...,9.64,5.4,0.258,0.0,0.258,0.375,0.295,0.5,"Depresso unipolar é uma deficiência em tempo, enquanto transtorno bipolar está como uma estruço de tempo.","Depressão unipolar envolve tristeza persistente, enquanto bipolar oscila entre mania e depressão."
Quais regiões do córtex cingular são envolvidas no...,10.26,0.29,0.143,0.088,0.143,0.545,0.523,0.5,Regies do córtex cingular envolvidas nas transtornos de humor mais prevalentes.,"O giro do córtex cingular anterior, particularmente as subdivisões rostrais e ventrais, está envolvido nos processos emocionais. A subdivisão caudal está associada a processos cognitivos e autocontrole. Em depressão maior e transtorno bipolar, a porção subgenual rostral do córtex cingular e a amígdala mostraram atividade aumentada, enquanto o hipocampo experimentou atrofia."
Quais fatores são associados a interferências no e...,5.53,2.17,0.154,0.108,0.154,0.6,0.55,0.5,"Interferências no estado afetivo-social so associados às emoçes, com a cogniço é comprometida.","Fatores individuais, psicológicos, ambientais e alta correlação genética estão envolvidos, afetando a cognição e a qualidade de vida."
Qual fonte discute a integração multisensorial e o...,95.82,1.14,0.0,0.0,0.0,0.333,0.278,0.5,A integraço multisensorial e envelhecimento so feitos de neurônios.,Kaohsiung J Med Sci. 2022 Jul;38(7):703-711. doi: 10.1002/kjm2.12539.
Quais fatores podem prever a expressão emocional d...,21.72,2.63,0.08,0.0,0.08,0.545,0.487,0.5,Os fatores emocionales prever a expresso dependente do contexto na criança de meio idoso.,O estresse infantil é um indicador que pode prever o que?
Quais são as funções cognitivas discutidas no estu...,8.64,3.04,0.118,0.0,0.118,0.5,0.386,0.5,"Os funçes cognitivas de estudo de gnosi, incluindo a memória, a emoço e a resposta.","Gnosia envolve reconhecer estímulos, independente da sensação, transformando a sensação em percepção."
Qual é a função principal da segunda unidade funci...,8.12,4.2,0.0,0.0,0.0,0.444,0.404,0.5,O segundo unidade funcional do cérebro ajuda os gnosias.,"Receber, analisar e armazenar informações."
Quais condições podem causar agnosia?...,7.0,0.13,0.2,0.071,0.133,0.6,0.55,0.5,Condiçes podem causar agnosia.,"Agnosia pode resultar de derrames, tumores, infecções, demência, hipóxia, envenenamento, traumatismo craniano, distúrbios do desenvolvimento ou outras condições neurológicas."
Quais sintomas podem indicar agnosia visual em um ...,16.91,1.75,0.0,0.0,0.0,0.714,0.67,0.5,Os sintomas podem indicar agnosia visual em pacientes.,"Incapacidade de diferenciar objetos como garfos e facas; problemas na vida cotidiana, como se vestir."
Quais são as duas formas de agnosias descritas no ...,10.1,4.2,0.0,0.0,0.0,0.667,0.583,0.5,Formas de agnosias descritas na texto so emoçes cognitivas.,Aperceptiva e associativa.
Que sintomas podem apresentar alguém com agnosia a...,13.38,3.12,0.0,0.0,0.0,0.6,0.573,0.5,Sintomas com agnosia associativa devido a leso no lobo parietal.,"Dificuldade em identificar objetos familiares na mão oposta ao dano, anosognosia."
Quais distúrbios são associados a agnosias visuais...,4.38,25.75,0.333,0.286,0.333,0.714,0.607,0.5,"Agnosias visuais, auditivas e táteis so associados aos distrbios com os cóleras visuales.","Distúrbios de reconhecimento visuais, auditivas e táteis sem déficits sensoriais ou cognitivos."
Quais são os 4 tipos de agnosia visual mencionados...,7.99,7.32,0.419,0.098,0.372,0.778,0.658,0.5,"Os 4 tipos de agnosia visual mencionados e o vnculo da prosopagnosia com a face so: adolescente, adulto, infanto, e adulto.","Os 4 tipos são prosopagnosia, agnosia de objeto, simultanagnosia, agnosia de textura e afantasia. A prosopagnosia é relacionada a reconhecimentos de rostos."
Qual é a diferença entre simultagnosia dorsal e ve...,3.49,6.82,0.424,0.129,0.364,0.5,0.386,0.5,"Simultagnosia dorsal é uma emoço de ajuda, enquanto a ventral é una resposta melhor.","Simultagnosia dorsal impede a visão de múltiplos objetos, enquanto simultagnosia ventral impede a compreensão da imagem inteira."
Qual lesão cerebral está associada à agnosia das c...,4.62,0.5,0.105,0.0,0.105,0.0,0.0,0.5,O cerebellum.,Agnosia das cores está associada a uma lesão na região occipitotemporal esquerda do cérebro.
Quais são as duas abordagens na reabilitação neuro...,5.45,2.91,0.174,0.0,0.174,0.571,0.452,0.5,A abordagens na reabilitaço neuropsicológica de agnosias visuais envolvem a desenvolvimento e melhor dos diagnósticos.,Restauração e compensação.
Que tipo de reabilitação é considerado mais eficaz...,4.02,3.38,0.333,0.25,0.333,0.667,0.556,0.5,A reabilitaço de recursos afetais é considerado mais eficaz para agnosia de objeto.,Reabilitação de restauração.
Qual é o termo para agnosia auditiva generalizada ...,14.93,2.84,0.25,0.143,0.25,0.778,0.707,0.5,O termo para agnosia auditiva generalizada que afeta todos domnios auditivos é auditoria.,Agnosia auditiva (AA) geral
Qual condição distingue a AA da afasia de Wernicke...,6.47,8.62,0.414,0.148,0.276,0.5,0.472,0.5,A AA da afasia de Wernicke com base na capacidade de comunicaço.,"AA pode apresentar anosognosia, mas a afasia de Wernicke é distinta pelo uso normal da linguagem escrita."
Quais condições podem levar à agnosia de som ambie...,19.47,1.75,0.121,0.0,0.061,0.333,0.267,0.5,A agnosia de som ambiental pode ser levardo aos condiçes emocionais.,"Acidentes cerebrovasculares, lesões de lobos temporais, encefalite por herpes simples, síndrome de Landau-Kleffner, demência, formas congênitas."
Quais testes são necessários para determinar a ori...,10.42,2.35,0.364,0.095,0.227,0.875,0.729,0.5,"Os testes necessários para determinar a origem dos problemas auditivos de um paciente so a evaluaço de sua auditoria, emoçes e adolescentes.","Necessário realizar audiométricos, teste de emissão otoacústica e potencial evocado auditivo de tronco encefálico."
Quais são os três tipos de agnosia tátil mencionad...,4.59,3.21,0.25,0.0,0.167,0.571,0.468,0.5,"Os tros de agnosia tátil mencionados na texto so emoçes, adolescente, adulto, e adulto.","Amorfognosia, agnosia de contorno e agnosia de forma."
Qual é um exemplo de agnosia tátil relacionada ao ...,9.94,9.08,0.296,0.16,0.296,0.889,0.889,0.5,A agnosia tátil relacionada ao reconhecimento de um objeto por sua textura e peso é uma exemplo.,Ahilognosia - incapacidade de identificar qualidades distintas como textura e peso.
Quais são as etapas iniciais para aumentar a consc...,9.34,1.71,0.0,0.0,0.0,0.667,0.619,0.5,Os etapas iniciais aumentam a consciência de um déficit.,Apresentar estímulo na modalidade prejudicada; deixar que o paciente experimenta o mesmo estímulo na modalidade não prejudicada.
Qual é o foco da neurociência cognitiva na abordag...,7.87,4.46,0.462,0.083,0.462,0.556,0.505,0.5,A neurociência cognitiva ajuda a rehabilitaço de agnosias visuais e auditivas.,Estabelece diretrizes neurocientíficas para a recuperação da agnosia visual e auditiva.
Quais áreas encefálicas são ativadas durante a aqu...,7.87,3.09,0.091,0.0,0.091,0.75,0.708,0.5,Os áreas encefálicas so ativadas durante a aquisiço da linguagem em crianças.,Áreas envolvidas incluem processamento visual e auditivo.
Quais sons são usados nas línguas nativas para tra...,2.23,14.32,0.5,0.273,0.25,0.667,0.606,0.5,Sonos na lnguas nativas so usados para transmitir significado pelos bebês.,Bebês usam sons vocais para transmitir significado em línguas nativas.
Quais são os benefícios da informação visual no co...,5.62,1.99,0.333,0.143,0.267,0.429,0.364,0.5,O informaço visual é benefcioso no contexto da comunicación oral.,"A informação visual, como os movimentos da boca, ajuda na compreensão da fala, especialmente em ambientes barulhentos."
Quais fatores contribuem para a dificuldade de apr...,7.74,2.2,0.229,0.0,0.171,0.6,0.573,0.5,Fatores de aprendizado e falantes de lnguas nativas em segundo lugar.,Desempenho em tarefas gramaticais diminui com a idade de chegada; aprendizado prévio impede a detecção de padrões na segunda língua.
Qual é o efeito da maturidade e experiência na aqu...,4.66,5.44,0.364,0.194,0.303,0.5,0.375,0.5,O efeito da maturidade e experiência na aquisiço de lnguas é determinado pelo memória dos cientistas.,Maturidade e experiência promovem um período crítico para o desenvolvimento da linguagem.
Qual é a importância da experiência no fechamento ...,2.33,21.87,0.611,0.353,0.5,0.7,0.668,0.5,Experiência fechamento da janela de aprendizado de uma nova lngua na vida posterior.,"A experiência pode fechar a janela de aprendizado de uma nova língua, limitando o aprendizado em fases posteriores da vida."
Que áreas do cérebro são responsáveis pela interpr...,2.7,13.67,0.585,0.256,0.488,0.455,0.406,0.5,O cérebro so responsáveis a interpretaço de significado das palavras e a organizaçno da articulation da fala.,"A área de Wernicke processa o significado das palavras, e a área de Broca organiza a articulação da fala."
Quais áreas do cérebro são envolvidas na transform...,10.1,2.08,0.217,0.0,0.087,0.5,0.45,0.5,O cérebro so envolvida a transformaço de sinais visuais e na conversación de padres auditivos em movimentos motores durante a escrita.,"As áreas de Wernicke, Broca, córtex visual esquerdo, áreas auditivas correspondentes, Exner, e as regiões pré-motora estão envolvidas."
Quais áreas cerebrais são envolvidas no processame...,10.42,2.44,0.057,0.0,0.057,0.714,0.549,0.5,"A área cerebrais envolvidas na processamento atualizado da linguagem é o cerebellum, o crculo cerebral, e o limbic system.","Hemisfério esquerdo, regiões frontal, temporal, parietal, pré-frontal, giro do cíngulo, área insular esquerda."
Quais regiões do córtex cerebral são associadas à ...,9.2,5.0,0.2,0.0,0.2,0.571,0.536,0.5,O córtex cerebral so associadas à compreenço da linguagem.,"O hemisfério cerebral esquerdo, áreas de Broca e Wernicke."
Que diferenças ocorrem na processedual da linguage...,4.38,0.99,0.185,0.0,0.111,0.455,0.384,0.5,Indivduos bilngues com idade de aquisiço diferente da segunda lngua ocorrem o processual da linguagem.,"Em indivíduos bilíngues, a segunda língua é processada em diferentes partes da Área de Broca se aprendida na vida adulta, enquanto ambas as línguas são processadas na mesma área se aprendidas na infância."
Quais sintomas caracterizam a afasia de Broca?...,8.64,3.74,0.154,0.0,0.154,0.4,0.291,0.5,"A afasia de Broca caracteriza uma estruço cerebral, emocionada pelo córtex cerebral.","Falta de articulação fluida, discurso lento e dificuldade em repetir palavras."
Qual é o principal problema na fala dos pacientes ...,8.24,2.39,0.057,0.0,0.057,0.857,0.701,0.5,"O principal problema na fala dos pacientes com afasia de Wernicke é a desensitizaço emoçes, como afetar os cóleras.","Dificuldade na análise morfémica e fonêmica, resultando em parafasias fonêmicas."
Quais áreas do cérebro são afetadas na afasia de c...,9.34,1.57,0.071,0.0,0.071,0.5,0.464,0.5,O cérebro so afetadas na afasia de conduço.,"Giro temporal superior esquerdo, lobo parietal inferior esquerdo, córtex auditivo primário esquerdo, substância branca subcortical."
Qual lesão cerebral está associada à afasia global...,9.79,2.55,0.25,0.067,0.25,0.583,0.561,0.5,A afasia global clássica com fraqueza na hemiface direita e hemiparesia dirita.,"Afasia global com lesões no Broca, núcleos da base, ínsula, áreas auditivas do córtex e Wernicke."
Qual é a característica principal da afasia transc...,18.87,4.07,0.167,0.0,0.167,0.667,0.556,0.5,A afasia transcortical motora é uma caracterstica principal na emoço de motores.,Falência na fluência da fala com capacidade preservada de repetir.
Qual é o padrão clínico da afasia transcortical mi...,8.12,2.72,0.065,0.0,0.065,0.5,0.386,0.5,"O padro clnico da afasia transcortical mista é uma emória cerebral, como uma deficiência cerebral.","Dificuldade de se expressar e entender, mas repetição de frases e músicas familiares."
Quais são os dois planos distintos na percepção vi...,8.24,2.67,0.211,0.0,0.158,0.4,0.343,0.5,Os dois planos distintos na percepço visual so a emória visual e a viso temporal.,O primeiro plano determina a entrada luminosa; o segundo envolve a interpretação do estímulo elétrico no cérebro.
Qual característica é essencial para a percepção v...,12.37,14.13,0.0,0.0,0.0,0.167,0.155,0.5,Percepço visual.,Propriedade e movimento harmoniosos.
Quais são as principais células receptoras envolvi...,11.99,4.2,0.0,0.0,0.0,0.714,0.67,0.5,Os principais células receptoras envolvidas no processo de percepço.,"Fotorreceptores, quimiorreceptores, receptores térmicos e mecanorreceptores."
Quais são os seis tipos de mecanorreceptores encon...,6.03,2.83,0.0,0.0,0.0,0.833,0.667,0.5,"Os seis tipos de mecanorreceptores encontrados no tato so: emoçes, neurônios, neurotransmitters, células.","Movimentação, estiramento, deformação e vibração."
Qual é a função das células ciliadas internas e ex...,6.52,3.67,0.19,0.0,0.19,0.6,0.55,0.5,Células internas e externas funçam na transduço do movimento da membrana basilar.,Elas ajudam na amplificação sonora.
Quais são as duas vias da projeção retinofugal de ...,20.72,1.51,0.242,0.0,0.242,0.375,0.338,0.5,O via retinofugal de cada olho é uma viaço emocionada.,"A via visual primária, chamada de geniculo estriatal, e a via que dirige da retina até o colículo superior no tecto."
Qual é a função dos ganglionares da retina na visu...,14.24,4.46,0.167,0.0,0.083,0.4,0.311,0.5,A ganglionares da retina ajudam a visualizaço como uma experiência emocionada.,"Controlam movimentos sacádicos rápidos e bruscos, como a leitura."
Quais vias são implicadas no processamento visual ...,7.27,2.56,0.27,0.0,0.162,0.615,0.53,0.5,"Vias visual e planejamento do movimento implicam vias na crculo cerebral, e a principal alvo do ncleo geniculado lateral é o cerebellum.","As vias ventral e dorsal estão implicadas, com o córtex estriado como alvo principal."
Qual é o papel das áreas parietais posteriores do ...,6.57,4.07,0.16,0.0,0.16,0.667,0.633,0.5,O áreas parietais posteriores do córtex cerebral na percepço espacial.,Coordenam informações sensoriais e motoras para reconhecimento e orientação do movimento.
Quais regiões do cérebro são envolvidas na rotação...,6.73,2.96,0.222,0.0,0.167,0.5,0.333,0.5,"O cérebro so envolvidas na rotaço mental, incluindo regies como o cerebrum, cerebellum, temporal lobe, crculo-frontal, parietal cortex, occipital cortex, and","Córtex parietal e processos cognitivos, incluindo atenção visual endógena."
Quais características são presentes em um paciente...,9.2,0.22,0.0,0.0,0.0,0.375,0.324,0.5,A atrofia cortical posterior está presente em pacientes com DA.,"Desempenho reduzido na percepção espacial, simultanagnosia, percepção de objetos, dispraxia de construção, agnosia ambiental, apraxia oculomotora, ataxia óptica, alexia, desorientação, acalculia, apraxia, prosopagnosia aperceptiva, agrafia, agnosia de dedos."
Quais sintomas podem indicar que alguém possui sín...,12.57,0.55,0.053,0.0,0.053,0.375,0.338,0.5,Sndrome de Irlen (SI) possui sintomas emocionais.,"Baixa capacidade de leitura, sensibilidade à luz, distorção de fundo de olho, distorções gráficas, campo visual diminuído, dificuldade de fixação ocular e percepção alterada da profundidade."
Quais são as principais dificuldades visuais enfre...,8.37,8.66,0.5,0.286,0.364,0.778,0.639,0.5,"Dificuldades visuais enfrentadas pelos pacientes com Doença de Parkinson, incluindo refracçes visuales, distâncias emocionais.","Pacientes com Doença de Parkinson experimentam dificuldade com tarefas visuais cotidianas, diplopia, julgamento incorreto de objetos/distâncias, alucinações visuais e sensibilidade ao contraste prejudicada."
Quais são as alterações da percepção na doença de ...,10.42,2.71,0.222,0.0,0.111,0.4,0.3,0.5,Alteraçes da percepço na doença de Parkinson (DP) so associadas a regressiva em adolescentes.,"DP apresenta anormalidades na visão de cores, visão de preto e branco, contraste e acuidade visual deteriorada."
Quais são sinais precoces importantes no diagnósti...,8.91,3.39,0.0,0.0,0.0,0.8,0.686,0.5,Os sinais precoces importantes na diagnóstico da DCL so afetaçes emocionais.,Deficiências de capacidade visuoespacial e visuoperceptual.
Quais alterações no processamento visual cortical ...,7.51,1.89,0.294,0.0,0.235,0.375,0.324,0.5,O processamento visual cortical so alterado com emoçes cognitivas.,"Pacientes sintomáticos apresentam alteração no processamento cortical visual, com diminuição na seletividade de resposta e discriminação de formas e cenas."
Quais são algumas das referências citadas no texto...,63.83,1.27,0.157,0.041,0.157,0.8,0.554,0.5,"Algumas referências citadas na texto so emoçes cognitivas, como os recursos de engenheiro, aprendizaço dos cientistas e a respeito da informaç","Referências incluem trabalhos de Roberto Lento, Eric Kandel, Ramsey R., Carla Dalmaz, Jorge Quillfeld, Maria Elisa Calcagnotto, EEM Stewart, FT Hartmann, Y Morgenstern, e David Wolk."
"Qual é a diferença entre ""memória"" e ""memórias"" na...",3.72,8.22,0.286,0.121,0.286,0.167,0.115,0.5,"""Memória"" refers to a personal experience or memory, while ""memorias"" refer to specific experiences or memories.","""Memória"" refere-se a um mecanismo de armazenamento, enquanto ""memórias"" são experiências individuais armazenadas."
Quais são os dois tipos de memória com base na nat...,8.12,2.45,0.182,0.1,0.182,0.714,0.607,0.5,Os dois tipos de memória com base na natureza da informaço so: emoçes cognitivas.,Memória objetiva e subjetiva.
Quais regiões do cérebro são envolvidas na memória...,4.92,0.98,0.281,0.182,0.211,0.444,0.404,0.5,Regies do cérebro envolvidas na memória de longa duraço.,"A memória de longa duração envolve o hipocampo e regiões associativas límbicas do lobo temporal medial. A memória de curto prazo é conhecida como memória de trabalho, mas as regiões específicas não são mencionadas no texto."
