Instrução,PPL,BLEU,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1,Faithfulness,Answer Relevance,Plan Adherence,Gerado,Referência
Quais são os efeitos dos déficits na cognição soci...,5.32,2.91,0.071,0.0,0.071,0.286,0.226,0.5,Deficiências na cogniço social em indivduos com demência impair a aprendizagem e a aprendizagem social.,Aprimoram os sintomas psiquiátricos e necessitam de tratamento individualizado.
Quais são as consequências das deficiências na men...,3.83,3.04,0.207,0.0,0.138,0.857,0.762,0.5,"Deficiências na mente e desenvolvimento neurológico na infância têm consequências na aprendizagem, aprendizagem e aprendizagem social.",Implicam em desafios no desenvolvimento social e cognitivo.
Quais são as associações entre inteligência e cogn...,1.64,51.59,0.878,0.667,0.732,0.7,0.642,0.5,Associaçes entre inteligência e cogniço social em crianças com e sem transtornos do espectro autista.,O estudo compara associações na cognição social e inteligência em crianças com e sem transtornos do espectro autista.
Quais aspectos da saúde mental são melhorados na t...,3.69,4.46,0.118,0.0,0.118,0.444,0.404,0.5,A sade mental é melhorada em terapia de transtorno bipolar.,"Função, qualidade de vida e bem-estar."
Quais são os componentes essenciais de um processo...,4.73,1.99,0.174,0.0,0.174,0.333,0.31,0.5,"Os componentes essenciais so a evaluaço, a evaluaço, a evaluaço, a evaluaço e a evaluaço.","O processo de tomada de decisão envolve identificar opções, estimar valores, comparar e escolher para atingir objetivos, minimizando custos de tempo e esforço."
Qual é a base do processo de tomada de decisão (TD...,3.52,21.22,0.256,0.216,0.256,0.2,0.163,0.5,"O processo de TD é baseado em objeçes emocionais, emocionais emocionais, emocionais emocionais, emocionais emocionais.","O processo de TD é baseado no conhecimento prévio ou crença, envolvendo fatores cognitivos, percepção do ambiente e análise de possibilidades."
Qual é a diferença entre tomada de decisão impulsi...,3.41,5.43,0.222,0.0,0.148,0.286,0.268,0.5,"A deciso impulsiva é impulsiva, e a deciso deliberativa é deliberativa.","Tomada de decisão impulsiva é rápida, envolvendo atalhos cognitivos, enquanto deliberativa é lenta, ponderando variáveis e riscos."
Quais três sistemas principais são envolvidos na t...,3.52,3.34,0.452,0.0,0.323,0.0,0.0,0.5,"O sistema cognitivo, o sistema emocionário e o sistema emocionário.","Sistema de codificação de estímulo, sistema de seleção de ação e sistema de recompensa esperada."
Qual é a função do córtex orbitofrontal no process...,3.38,10.18,0.4,0.242,0.4,0.429,0.339,0.5,"O córtex orbitofrontal ajuda na tomada de decises, ajudando na elaboraço de recomendaçes.",O córtex orbitofrontal é fundamental no sistema de codificação de estímulo durante a fase de análise.
Qual sistema neural interliga regiões cerebrais re...,3.03,8.42,0.455,0.143,0.318,0.75,0.696,0.5,"O sistema neural interliga regies cerebrais relacionadas com o prazer e recompensa, influenciando a tomada de deciso.","O sistema de recompensa esperada interliga regiões como amígdala e córtex pré-frontal, influenciando a escolha por recompensas com base no aprendizado do passado."
Qual região do cérebro é fundamental para a tomada...,3.23,4.53,0.458,0.217,0.375,0.111,0.097,0.5,"Sono influencia o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal e o córtex pré-frontal.","O córtex pré-frontal sofre modulação da ínsula e do córtex cingulado, importante para a tomada de decisão influenciada pelo sono."
Quais são as características da fase 1 do sono?...,6.89,2.26,0.296,0.16,0.222,0.6,0.467,0.5,A fase 1 do sono é caracterizada pelo desenvolvimento emocional.,"Fase 1 é a fase mais leve com sono superficial, como um cochilo, e diminuição da atividade cerebral."
Quão muitas horas de sono um indivíduo precisa por...,3.52,2.52,0.24,0.0,0.16,0.636,0.568,0.5,A indivduo precisa de 8 horas de sono por noite para a regulaço completa do corpo e da mente.,De 7 a 9 horas.
Quais são os fatores influenciando a qualidade do ...,4.02,1.83,0.128,0.0,0.128,0.833,0.694,0.5,"Fatores influenciando a qualidade do sono e o julgamento incluem o ambiente, o ambiente ambiental, o ambiente ambiental, o ambiente ambiental, o ambiente ambiental e o ambiente ambiental.","Sono inconsciente, informations concientes, horas de sono, alimentação, eletrônicos, humor, emoções, emoções, emoções, julgamento."
Quais áreas do cérebro são implicadas na influênci...,2.18,4.55,0.278,0.118,0.278,0.0,0.0,0.5,"O córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal.",O córtex parietal e o sistema visual são implicados.
Qual é o papel das emoções na tomada de decisão?...,3.86,1.34,0.182,0.065,0.182,0.2,0.163,0.5,Os emoçes so importantes na tomada de deciso.,"As emoções podem levar a decisões precipitadas, cautelosas ou otimistas, impactando tanto a razão quanto a avaliação de opções."
Quais fatores influenciam a tomada de decisão econ...,2.49,3.47,0.526,0.278,0.263,0.583,0.542,0.5,Estresse psicológico e distrbios cognitivos influenciam a tomada de deciso econômica individual.,"A tomada de decisão econômica é influenciada pelo estresse psicológico, distúrbios cognitivos, labilidad emocional e os desafios financeiros, como a pobreza."
Qual é o papel do córtex pré-frontal e da dopamina...,4.21,10.74,0.452,0.276,0.452,0.625,0.562,0.5,O córtex pré-frontal e dopamina ajudam na tomada de decises econômicas.,"O córtex pré-frontal planeja decisões, e a dopamina aumenta a otimismo para escolhas recompensadoras."
Quais áreas do cérebro estão implicadas na conduçã...,12.18,1.24,0.0,0.0,0.0,0.588,0.502,0.5,O córtex pré-frontal e o córtex pré-central esto implicadas na conduço do comportamento de busca de recompensas baseado em valores emocionais e na tomada de deciso que avalia custo-benefcio.,"Amígdala, VTA, OFC, dmPFC, vmPFC."
Qual impacto as emoções morais têm nas decisões so...,3.33,6.77,0.25,0.0,0.167,0.5,0.438,0.5,Os emoçes morais têm impacto nas decises sociais.,Emotions como culpa e gratidão orientam o comportamento humano nas decisões sociais.
Quais sistemas cerebrais contribuem para a tomada ...,3.77,3.49,0.455,0.219,0.424,0.2,0.183,0.5,"Sistemas cerebrais como o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal e o córtex pré-frontal.","O sistema emocional (amígdala, hipocampo), sistema de mentalização (junção temporoparietal, córtex pré-frontal dorsomedial), sistema recompensa (córtex pré-frontal ventromedial) e sistema de controle (córtex frontoparietal)."
Quais fatores influenciam a tomada de decisão huma...,4.38,2.97,0.0,0.0,0.0,0.167,0.146,0.5,"Fatores cognitivos, emoçes, emoçes, emoçes, emoçes.","Percepção sensorial, interação social, ambiente físico, estado emocional, personalidade, memórias, sono."
Quão a tomada de decisão impacta diferentes áreas ...,4.52,1.54,0.162,0.057,0.108,0.714,0.67,0.5,O tomada de deciso impacta diferentes áreas da vida.,"A tomada de decisão afeta psicologia clínica, fisiopatologia de transtornos mentais, economia comportamental, estratégias de decisões complexas, relações interpessoais, finanças e trabalho."
Quais áreas de estudo estão envolvidas na investig...,6.47,2.55,0.0,0.0,0.0,0.3,0.25,0.5,"Os processos de tomada de deciso esto envolvidos nas áreas de aprendizagem, aprendizagem e aprendizagem adolescente.","Neurociencia, Psicologia, Ergonômica."
Quais são alguns dos tópicos abordados pelos artig...,3.66,2.04,0.333,0.115,0.333,0.429,0.364,0.5,"Os artigos listados abordam tópicos como cogniço, cogniço adolescente, cogniço adolescente, cogniço adolescente, cogniço adolescente, cogniço adolescente e cogniço adolescente.","Cognição da tomada de decisão em doenças, cognição da tomada de decisão, impacto do sono na cognição humana e desenvolvimento."
Quais fatores podem influenciar a fisiologia do so...,6.32,4.46,0.0,0.0,0.0,0.125,0.118,0.5,"Fatores como neurónios, neurónios, neurónios, neurónios, neurónios.","Ambientes do sono, higiene do sono, emoções."
Quais emoções afetam a prontidão de ação em decisõ...,2.2,3.21,0.364,0.129,0.303,0.25,0.202,0.5,Emoçes como emoçes emocionais e emoçes emocionais afetam a prontido de aço em decises dirigidas a objetivos.,O medo e a felicidade modificam a prontidão de ação.
Quais fatores podem influenciar a tomada de decisã...,4.34,4.46,0.0,0.0,0.0,0.091,0.081,0.5,"Fatores cognitivos, emoçes emocionales, emoçes emocionales, emoçes emocionales.","Situação financeira, tempo, risco e alfabetização financeira."
Que mecanismos neuronais são discutidos no context...,1.78,12.21,0.3,0.211,0.3,0.375,0.324,0.5,"Aprendizagem social e tomada de deciso envolve aprendizagem social e tomada de deciso emocionada, aprendizagem social e tomada de deciso emocionada e aprendizagem social e tomada de deciso emocionada.",O mecanismo neural de aprendizagem social e tomada de decisão.
Qual é o papel do controle cognitivo na afetividad...,2.51,7.65,0.242,0.129,0.242,0.375,0.295,0.5,"O controle cognitivo afeta a afetividade emocionada, ajudando a melhorar o comportamento emocionado, ajudando a melhorar o comportamento emocionado.","O controle cognitivo na afetividade é usado para gerenciar experiências emocionais, positivas ou negativas."
Qual é a principal diferença entre emoção e sentim...,3.08,5.98,0.5,0.154,0.429,0.167,0.146,0.5,"Emoço é a emoço emocionada, e sentimento é a emoço emocionada.","A emoção é uma resposta inconsciente e autônoma, enquanto o sentimento é sua percepção consciente."
Quais emoções são consideradas primárias e como di...,3.66,2.29,0.186,0.098,0.093,0.167,0.146,0.5,"Primárias so emoçes emocionais, emoçes emocionais emocionais, emoçes emocionais emocionais, emoçes emocionais emocionais emocionais.","As emoções primárias são inatas e independentes do estímulo externo, enquanto as secundárias são moldadas por preceitos socioculturais."
Qual é a relação entre respostas motrôes e emoções...,4.38,1.87,0.263,0.167,0.263,0.25,0.225,0.5,"Os respostas motrôes so emocionais, e os emoçes no so emocionais.","Respostas motrôes, como rir ou chorar, são reflexos involuntários de emoções fortes, enquanto respostas voluminárias envolvem processamento neurofuncional mais complexo."
Quais regiões do cérebro são parte do Circuito de ...,3.99,11.34,0.256,0.19,0.256,0.2,0.177,0.5,"O Circuito de Papez inclui o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal.","Circuito de Papez inclui o córtex cingulado, córtex orbitofrontal, amígdala, córtex parietal, hipocampo, hipotálamo e núcleos anteriores do tálamo."
Quais estruturas são envolvidas no processamento n...,6.42,1.18,0.08,0.055,0.08,0.0,0.0,0.5,"O córtex pré-frontal, córtex pré-frontal, córtex pré-frontal, córtex pré-frontal, córtex pré-frontal, córtex pré-frontal.","O córtex cingulado, gânglios da base, hipocampo, hipotálamo, sistema nervoso autônomo, sistema imunológico, formam o sistema límbico. O hipotálamo envia sinais para o tronco encefálico, retângulo formador do tronco encefálico, e sistema imunológico, influenciando respostas fisiológicas e comportamentais."
Quais são os principais mecanismos fisiológicos de...,18.87,2.74,0.148,0.0,0.148,0.143,0.121,0.5,O hipotálamo desencadea os neurónios e os neurónios emocionais.,"A regulação da pressão arterial, temperatura corporal, motilidade do trato gastrointestinal e osmolalidade."
Quais funções é responsável a amígdala em resposta...,4.02,2.11,0.286,0.061,0.229,0.25,0.202,0.5,A amgdala está responsável em relaço às emoçes e estmulos sensoriais.,"A amígdala processa emoções, gera respostas comportamentais, auxilia no relacionamento com o meio ambiente e modula funções afetivas."
Qual fator influencia fortemente o vínculo entre p...,6.52,4.46,0.1,0.0,0.1,0.444,0.404,0.5,Os pais influenciam o vnculo entre pais e crianças nascidas.,Estímulo pré-natal com conversas e músicas.
Quais são os efeitos da afetividade negativa da mã...,2.41,8.69,0.5,0.333,0.5,0.571,0.508,0.5,O afetividade negativa da me impair a regulaço emocional do filho.,"A afetividade negativa da mãe pode prejudicar a regulação emocional saudável de um filho, afetando seu desenvolvimento."
Qual é o impacto do desenvolvimento emocional na c...,2.99,3.93,0.452,0.138,0.323,0.75,0.675,0.5,O desenvolvimento emocional contribue a melhorar a confiança e a desempenho escolar em crianças.,Crianças com apoio emocional tendem a ter maior autoconfiança e rendimento escolar melhor.
Quais aspectos influenciam o neurodesenvolvimento ...,6.03,4.52,0.1,0.0,0.1,0.4,0.325,0.5,O ambiente e o trabalho influenciam o desenvolvimento adolescente.,"Experiências com cuidadores, amizades e valores culturais da família."
Quais fatores estão associados a uma sensibilidade...,6.08,2.55,0.0,0.0,0.0,0.375,0.324,0.5,"A sensibilidade tendenciosa está asociada a uma sensibilidade ao desenvolvimento emocionado, emocionado emocionado, emocionado emocionado.","Privação emocional na infância, cuidados parentais inadequados e experiências em orfanatos."
Qual é o papel do corpo estriado nos processos com...,3.18,8.32,0.27,0.114,0.27,0.286,0.234,0.5,"O corpo estriado ajuda na adolescência e a aprendizagem, ajudando a aprendizagem e a aprendizagem.","O corpo estriado está relacionado à avaliação social e sensibilidade em adolescentes, influenciando decisões e sentimentos sobre aceitação social."
Qual é o papel da amígdala em adolescentes ansioso...,3.38,2.48,0.333,0.071,0.2,0.375,0.324,0.5,O amgdala ajuda a integraço social em adolescentes ansiosos.,"A amígdala fica hiperativa em situações de avaliação de aceitação social, afetando respostas comportamentais e emocionais."
Qual papel a afetividade desempenha no processo de...,2.43,3.13,0.24,0.0,0.16,0.429,0.364,0.5,"Afetividade ajuda na aprendizagem e desenvolvimento, ajudando a aprendizagem e a desenvolvimento emocionais.",A afetividade tem um papel fundamental na modulação do crescimento cognitivo.
Quais são as mudanças no desenvolvimento cognitivo...,6.03,5.25,0.3,0.105,0.25,0.444,0.404,0.5,"O desenvolvimento cognitivo e cerebral envelhecem com o envelhecimento emocionado, emocionado emocionado emocionado.","O desenvolvimento cognitivo continua a se desenvolver até a idade adulta, mas o cérebro experimenta atrofia, perda de massa cerebral e redução na conectividade interneuronal."
Quais diferenças foram observadas entre o desenvol...,8.37,1.6,0.146,0.051,0.098,0.5,0.477,0.5,O desenvolvimento cognitivo de adultos jovens é diferente do desenvolvimento cognitivo de adultos velhos.,"Adultos velhos mostraram lentidão cognitiva e diminuição no processamento sensório-motor, impactando o desempenho diário, enquanto a vida afetiva não exibe perdas semelhantes."
Quais são os transtornos que afetam negativamente ...,8.64,6.41,0.154,0.0,0.154,0.125,0.118,0.5,"Transtornos emocionais, emocionais, emocionais emocionais.","Transtornos de Humor, incluindo distúrbios da afeto."
Quais quatro componentes originais da teoria dos h...,10.1,1.82,0.062,0.0,0.062,0.375,0.338,0.5,"Os componentes originales so a teoria dos humores, a teoria dos sentimentos, a teoria dos sentimentos, a teoria dos sentimentos e a teoria dos sentimentos.","Bile negra, bile amarela, fleuma e sangue."
Quão pode afetar o humor e como os medicamentos in...,3.28,19.9,0.486,0.229,0.432,0.714,0.607,0.5,"A distrbio do humor pode afetar o comportamento emocional, e os medicamentos influenciam o distrbio do humor.","O humor pode ser afetado por condições, e os medicamentos podem antecipar ou piorar o distúrbio do humor."
Quais sintomas afetam o cérebro devido a privação ...,6.32,3.03,0.229,0.0,0.171,0.444,0.376,0.5,"A privaço de sono e perturbaço do humor afetam o cérebro emocionalmente, cognitivamente, emocionalmente, emocionalmente.","Lapses de memórias, percepção distorcida da cognição, diminuição da serotonina, ansiedade, mal-estar."
Qual é um agravante que pode contribuir para mudan...,4.14,3.22,0.0,0.0,0.0,0.143,0.134,0.5,Agravante emocionado emocionado emocionado.,"Isolamento social, levando a um déficit de reconhecimento emocional."
Qual é a principal diferença entre depressão unipo...,3.3,7.18,0.286,0.0,0.286,0.375,0.338,0.5,"Depresso unipolar é unipolar, enquanto transtorno bipolar é bipolar.","Depressão unipolar envolve tristeza persistente, enquanto bipolar oscila entre mania e depressão."
Quais regiões do córtex cingular são envolvidas no...,6.22,0.41,0.169,0.087,0.169,0.545,0.523,0.5,Regies do córtex cingular so envolvidas nos transtornos de humor mais prevalentes.,"O giro do córtex cingular anterior, particularmente as subdivisões rostrais e ventrais, está envolvido nos processos emocionais. A subdivisão caudal está associada a processos cognitivos e autocontrole. Em depressão maior e transtorno bipolar, a porção subgenual rostral do córtex cingular e a amígdala mostraram atividade aumentada, enquanto o hipocampo experimentou atrofia."
Quais fatores são associados a interferências no e...,3.18,1.64,0.167,0.118,0.167,0.4,0.354,0.5,Interferências na estado afetivo-social so relacionadas com a cogniço emocional.,"Fatores individuais, psicológicos, ambientais e alta correlação genética estão envolvidos, afetando a cognição e a qualidade de vida."
Qual fonte discute a integração multisensorial e o...,22.41,0.67,0.0,0.0,0.0,0.333,0.31,0.5,A integraço multisensorial e o envelhecimento.,Kaohsiung J Med Sci. 2022 Jul;38(7):703-711. doi: 10.1002/kjm2.12539.
Quais fatores podem prever a expressão emocional d...,13.38,2.29,0.0,0.0,0.0,0.455,0.406,0.5,A expresso emocional depende do contexto em crianças de meio idoso é depende do tempo emocional.,O estresse infantil é um indicador que pode prever o que?
Quais são as funções cognitivas discutidas no estu...,4.34,2.58,0.222,0.0,0.167,0.5,0.386,0.5,"O estudo de gnosi envolve o estudo de funçes cognitivas, incluindo a aprendizagem, a aprendizagem e a aprendizagem cognitiva.","Gnosia envolve reconhecer estímulos, independente da sensação, transformando a sensação em percepção."
Qual é a função principal da segunda unidade funci...,4.11,2.84,0.0,0.0,0.0,0.444,0.376,0.5,O segundo unidade funcional do cérebro está a trabalhar em relaço às gnosias.,"Receber, analisar e armazenar informações."
Quais condições podem causar agnosia?...,4.66,3.76,0.128,0.044,0.128,0.2,0.138,0.5,"Agnosia pode ser causada pelo infecço envolvido na aprendizagem, afetaço emocional, afetaço emocional, afetaço emocional, afetaço emocional.","Agnosia pode resultar de derrames, tumores, infecções, demência, hipóxia, envenenamento, traumatismo craniano, distúrbios do desenvolvimento ou outras condições neurológicas."
Quais sintomas podem indicar agnosia visual em um ...,8.24,2.52,0.057,0.0,0.057,0.429,0.364,0.5,"Agnosia visual pode encontrar sintomas como disorientaço, disorientaço, disorientaço, disorientaço, disorientaço, disorientaço, disorientaço.","Incapacidade de diferenciar objetos como garfos e facas; problemas na vida cotidiana, como se vestir."
Quais são as duas formas de agnosias descritas no ...,5.45,6.57,0.2,0.0,0.2,0.167,0.155,0.5,Agnosias na aprendizagem e agnosias na aprendizagem.,Aperceptiva e associativa.
Que sintomas podem apresentar alguém com agnosia a...,5.24,3.12,0.0,0.0,0.0,0.2,0.177,0.5,Agnosia associativa é uma agnosia de entendências e emoçes emocionais.,"Dificuldade em identificar objetos familiares na mão oposta ao dano, anosognosia."
Quais distúrbios são associados a agnosias visuais...,2.44,15.99,0.381,0.316,0.381,0.286,0.254,0.5,"Distrbios visuales, auditivas e táteis.","Distúrbios de reconhecimento visuais, auditivas e táteis sem déficits sensoriais ou cognitivos."
Quais são os 4 tipos de agnosia visual mencionados...,3.15,10.6,0.5,0.2,0.423,0.667,0.583,0.5,"Os 4 tipos de agnosia visual so agnosia de objetos, agnosia de figuras, agnosia de figuras, agnosia de figuras e agnosia de figuras. O vnculo da prosopagnosia é com a face.","Os 4 tipos são prosopagnosia, agnosia de objeto, simultanagnosia, agnosia de textura e afantasia. A prosopagnosia é relacionada a reconhecimentos de rostos."
Qual é a diferença entre simultagnosia dorsal e ve...,2.71,16.58,0.452,0.207,0.452,0.5,0.4,0.5,"Simultagnosia dorsal é apenas a aprendizagem, enquanto simultagnosia ventral é a aprendizagem emocionada.","Simultagnosia dorsal impede a visão de múltiplos objetos, enquanto simultagnosia ventral impede a compreensão da imagem inteira."
Qual lesão cerebral está associada à agnosia das c...,2.83,34.49,0.571,0.385,0.571,0.571,0.486,0.5,Agnosia das cores está associada a lesiones na córtex temporal.,Agnosia das cores está associada a uma lesão na região occipitotemporal esquerda do cérebro.
Quais são as duas abordagens na reabilitação neuro...,3.57,9.65,0.462,0.0,0.462,0.143,0.127,0.5,Reabilitaço neuropsicológica e reabilitaço neurocognitiva.,Restauração e compensação.
Que tipo de reabilitação é considerado mais eficaz...,3.2,2.84,0.211,0.118,0.211,0.0,0.0,0.5,A reabilitaço envolve aprender a reconhecer objetos e aprender a reconhecer os objetos.,Reabilitação de restauração.
Qual é o termo para agnosia auditiva generalizada ...,9.94,19.38,0.571,0.4,0.571,0.333,0.333,0.5,Agnosia auditiva generalizada.,Agnosia auditiva (AA) geral
Qual condição distingue a AA da afasia de Wernicke...,3.6,10.25,0.276,0.148,0.207,0.25,0.225,0.5,"Afasia de Wernicke é afasia de comunicaço, enquanto AA é afasia de comunicaço.","AA pode apresentar anosognosia, mas a afasia de Wernicke é distinta pelo uso normal da linguagem escrita."
Quais condições podem levar à agnosia de som ambie...,15.16,2.26,0.105,0.0,0.105,0.333,0.278,0.5,Agnosia de som ambiental é uma condiço na que a percepço de som ambiental no é suficiente.,"Acidentes cerebrovasculares, lesões de lobos temporais, encefalite por herpes simples, síndrome de Landau-Kleffner, demência, formas congênitas."
Quais testes são necessários para determinar a ori...,6.37,2.96,0.189,0.039,0.189,0.125,0.108,0.5,"Os testes incluem o teste de audiência, o teste de audiência, o teste de audiência, o teste de audiência, o teste de audiência e o teste de audiência.","Necessário realizar audiométricos, teste de emissão otoacústica e potencial evocado auditivo de tronco encefálico."
Quais são os três tipos de agnosia tátil mencionad...,3.23,12.76,0.375,0.143,0.375,0.286,0.254,0.5,"Agnosia tátil, agnosia infantil e agnosia adulta.","Amorfognosia, agnosia de contorno e agnosia de forma."
Qual é um exemplo de agnosia tátil relacionada ao ...,4.73,18.8,0.333,0.182,0.333,0.667,0.633,0.5,Agnosia tátil envolve a reconhecimento de um objeto por sua textura e peso.,Ahilognosia - incapacidade de identificar qualidades distintas como textura e peso.
Quais são as etapas iniciais para aumentar a consc...,7.87,1.39,0.113,0.0,0.113,0.667,0.583,0.5,"Os etapas iniciais so a aumentaço da consciência de um déficit, aumentaço da consciência de uma eficiência, e aumentaço da consciência de uma eficiência.",Apresentar estímulo na modalidade prejudicada; deixar que o paciente experimenta o mesmo estímulo na modalidade não prejudicada.
Qual é o foco da neurociência cognitiva na abordag...,3.69,2.17,0.324,0.057,0.27,0.778,0.739,0.5,O foco da neurociência cognitiva na abordagem da rehabilitaço de agnosias visuais e auditivas é na rehabilitaço de agnosias visuais e auditivas.,Estabelece diretrizes neurocientíficas para a recuperação da agnosia visual e auditiva.
Quais áreas encefálicas são ativadas durante a aqu...,4.28,3.09,0.091,0.0,0.091,0.75,0.708,0.5,Os áreas encefálicas so ativadas durante a aquisiço da linguagem em crianças.,Áreas envolvidas incluem processamento visual e auditivo.
Quais sons são usados nas línguas nativas para tra...,1.94,4.52,0.095,0.0,0.095,0.111,0.106,0.5,Sons emocionais e sons emocionais emocionais e sons emocionais.,Bebês usam sons vocais para transmitir significado em línguas nativas.
Quais são os benefícios da informação visual no co...,2.92,2.33,0.13,0.0,0.087,0.0,0.0,0.5,"Os benefcios incluem facilitaço de entendências emocionais, facilitaço de entendências emocionais, facilitaço de entendências emocionais, facilitaço de entendências emocionais.","A informação visual, como os movimentos da boca, ajuda na compreensão da fala, especialmente em ambientes barulhentos."
Quais fatores contribuem para a dificuldade de apr...,6.47,2.57,0.19,0.0,0.19,0.6,0.573,0.5,Falantes de lnguas nativas em segundo lugar têm dificuldade de aprendizado de lnguas nativas em segundo lugar.,Desempenho em tarefas gramaticais diminui com a idade de chegada; aprendizado prévio impede a detecção de padrões na segunda língua.
Qual é o efeito da maturidade e experiência na aqu...,2.83,12.23,0.4,0.261,0.4,0.333,0.278,0.5,Maturidade e experiência ajudam na aquisiço de lnguas.,Maturidade e experiência promovem um período crítico para o desenvolvimento da linguagem.
Qual é a importância da experiência no fechamento ...,1.94,26.0,0.611,0.412,0.556,0.6,0.55,0.5,Experiência fechamenta a janela de aprendizado de uma nova lngua na vida posterior.,"A experiência pode fechar a janela de aprendizado de uma nova língua, limitando o aprendizado em fases posteriores da vida."
Que áreas do cérebro são responsáveis pela interpr...,2.23,11.62,0.408,0.255,0.408,0.364,0.307,0.5,O córtex pré-frontal e o córtex pré-frontal so responsáveis em interpretaço do significado das palavras e organizaço da articulaço da fala.,"A área de Wernicke processa o significado das palavras, e a área de Broca organiza a articulação da fala."
Quais áreas do cérebro são envolvidas na transform...,6.83,1.36,0.242,0.065,0.242,0.0,0.0,0.5,O córtex parietal e o córtex occipital so envolvidos.,"As áreas de Wernicke, Broca, córtex visual esquerdo, áreas auditivas correspondentes, Exner, e as regiões pré-motora estão envolvidas."
Quais áreas cerebrais são envolvidas no processame...,5.94,5.04,0.19,0.05,0.19,0.0,0.0,0.5,"O córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal.","Hemisfério esquerdo, regiões frontal, temporal, parietal, pré-frontal, giro do cíngulo, área insular esquerda."
Quais regiões do córtex cerebral são associadas à ...,5.0,3.22,0.067,0.0,0.067,0.143,0.134,0.5,"O córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal, o córtex pré-frontal.","O hemisfério cerebral esquerdo, áreas de Broca e Wernicke."
Que diferenças ocorrem na processedual da linguage...,3.96,1.12,0.203,0.0,0.102,0.364,0.299,0.5,Os indivduos bilngues com idade de aquisiço diferente do segundo lnguo têm diferenças na procesaço da linguagem.,"Em indivíduos bilíngues, a segunda língua é processada em diferentes partes da Área de Broca se aprendida na vida adulta, enquanto ambas as línguas são processadas na mesma área se aprendidas na infância."
Quais sintomas caracterizam a afasia de Broca?...,4.18,1.9,0.054,0.0,0.054,0.4,0.325,0.5,"Afasia de Broca é caracterizada pelo afasia de vocês, afasia de vocês, afasia de vocês, afasia de vocês, afasia de vocês.","Falta de articulação fluida, discurso lento e dificuldade em repetir palavras."
Qual é o principal problema na fala dos pacientes ...,5.98,4.03,0.077,0.0,0.077,0.429,0.364,0.5,Os pacientes com afasia de Wernicke têm problemas na linguagem emocional.,"Dificuldade na análise morfémica e fonêmica, resultando em parafasias fonêmicas."
Quais áreas do cérebro são afetadas na afasia de c...,5.62,4.3,0.186,0.049,0.186,0.333,0.25,0.5,"Afasia de conduço afecta áreas do córtex temporal, córtex parietal, córtex prefrontal, córtex prefrontal, córtex prefrontal, córtex prefrontal.","Giro temporal superior esquerdo, lobo parietal inferior esquerdo, córtex auditivo primário esquerdo, substância branca subcortical."
Qual lesão cerebral está associada à afasia global...,8.91,4.37,0.258,0.069,0.258,0.583,0.583,0.5,Afasia global clássica com fraqueza na hemiface direita e hemiparesia direita.,"Afasia global com lesões no Broca, núcleos da base, ínsula, áreas auditivas do córtex e Wernicke."
Qual é a característica principal da afasia transc...,14.47,1.73,0.0,0.0,0.0,0.5,0.464,0.5,"Afasia transcortical motora é caracterizada por afasia motora transcortical, afasia motora transcortical, afasia motora transcortical e afasia motora transcortical.",Falência na fluência da fala com capacidade preservada de repetir.
Qual é o padrão clínico da afasia transcortical mi...,5.58,2.72,0.0,0.0,0.0,0.5,0.5,0.5,"Afasia transcortical mista é uma afasia transcortical mista, com afasia transcortical mista com afasia transcortical.","Dificuldade de se expressar e entender, mas repetição de frases e músicas familiares."
Quais são os dois planos distintos na percepção vi...,5.08,2.41,0.258,0.0,0.258,0.0,0.0,0.5,O plano de percepço e o plano de aprendizagem.,O primeiro plano determina a entrada luminosa; o segundo envolve a interpretação do estímulo elétrico no cérebro.
Qual característica é essencial para a percepção v...,6.22,4.03,0.133,0.0,0.133,0.333,0.267,0.5,"A percepço visual construtiva é eficaz, precisa e precisa emoçes.",Propriedade e movimento harmoniosos.
Quais são as principais células receptoras envolvi...,7.05,5.67,0.118,0.0,0.118,0.429,0.402,0.5,Os células receptoras emocionais e células envolvidas emocionais.,"Fotorreceptores, quimiorreceptores, receptores térmicos e mecanorreceptores."
Quais são os seis tipos de mecanorreceptores encon...,5.0,1.54,0.056,0.0,0.056,0.5,0.464,0.5,"Os mecanorreceptores encontrados na tato so os mecanorreceptores envolvidos, os mecanorreceptores envolvidos, os mecanorreceptores envolvidos, os mecanorreceptores envolvidos, os mecanorreceptores envolvidos, os mecanorreceptores envolvidos e os mecanorreceptores envolvidos.","Movimentação, estiramento, deformação e vibração."
Qual é a função das células ciliadas internas e ex...,3.66,5.82,0.273,0.1,0.273,0.7,0.642,0.5,Os células ciliadas internas e externas ajudam na transduço do movimento da membrana basilar.,Elas ajudam na amplificação sonora.
