Instrução,PPL,BLEU,ROUGE-1 F1,ROUGE-2 F1,ROUGE-L F1,Faithfulness,Answer Relevance,Plan Adherence,Gerado,Referência
Quais funções são atribuídas ao núcleo locus coeru...,7.93,0.6,0.051,0.013,0.051,0.286,0.167,0.5,"Regulação do estado de alerta, processamento de informações e controle do motor.Qual é a conexão entre o sistema de neurotransmissores e a cognição?O sistema de neurotransmissores está envolvido no processamento de informações sensoria, na atenção, na tomada de decisão, na motivação e na aprendizagem.Quais neurotransmissores são implicados no processamento de informações sensoria e na atenção?Norepinefrina e dopamina.Qual é o papel da neurotransmissão na cognição?Assistem na modulação do estado de alerta, na atenção, na motivação, na tomada de decisão, na motivação e na aprendizagem.Como a neurotransmissão influencia a motivação e a tomada de decisão?A neurotransmissão ajuda a ajustar a motivação e a tomada de decisão com base nas condições ambientais.O sistema de neurotransmissores está ligado à cog",Melhora o desempenho adaptativo e a função cognitiva.
Qual tópico aborda Berrios e Berlinck em suas obra...,13.12,0.39,0.015,0.0,0.015,0.375,0.217,0.5,"Transtornos de personalidade, esquizofrenia e distúrbios psiquiátricos.Qual é a perspectiva da Teoria da Autodisciplina sobre a relação entre personalidade e saúde mental?A personalidade é uma base fundamental para o desenvolvimento de distúrbios mentais, influenciada por fatores ambientais.Quais são as contribuições de Berrios e Berlinck em relação aos transtornos psiquiátricos?Desenvolvêrem uma nova classificação dos transtornos psiquiátricos com base na etiologia e na estrutura.Quais são os aspectos principais do Distúrbio da Cognição?Transtorno de cognição com sintomas agudos, incluindo distúrbios da atenção, percepção, memória, tomada de decisões e pensamento.Qual é a distinção entre transtornos mentais agudos e crônicos?Transtornos mentais agudos são","Descriptive psychopathology, psicopatologia fundamental."
Qual região cerebral é fundamental para o desenvol...,4.44,0.38,0.063,0.032,0.063,0.75,0.443,0.5,"O cérebro pré-frontal, em particular, é essencial para o desenvolvimento da competência social humana.Qual é a função do córtex pré-frontal em relação à tomada de decisão social?O córtex pré-frontal é implicado em processos de tomada de decisão social, incluindo a análise das intenções e emoções humanas, e é fundamental para a compreensão da moralidade.Quais são os processos envolvidos no desenvolvimento da competência social?A competência social envolve a integração do processamento sensorial, da avaliação da situação e da tomada de decisão em relação às ações e emoções humanas.Como a função do córtex pré-frontal afeta a moralidade?A função do córtex pré-frontal afeta a moralidade ao influenciar a capacidade de avaliar intenções e emoções humanas, e é essencial para a tomada de decisões morais.Qual é a relação entre a competência social e o sistema de recompensa?A competência social é","Córtex pré-frontal medial, cingulado anterior, giro frontal inferior, sulco temporal, amígdala, hipocampo e ínsula."
Qual é a relação entre cognição social e comportam...,19.67,2.15,0.151,0.087,0.13,0.857,0.492,0.5,"A cognição social influencia o comportamento humano através da percepção e interpretação das ações e emoções de outros.Qual é a importância da cognição social em um contexto de saúde mental?A cognição social é essencial para entender e tratar distúrbios de personalidade, como os transtornos de personalidade, permitindo um diagnóstico preciso.Como a cognição social afeta a tomada de decisão e a moralidade?A cognição social influencia a tomada de decisão e a moralidade, moldando as decisões com base no entendimento das ações e emoções humanas.Qual é a diferença entre cognição social e cognição emocional?A cognição social se concentra na percepção das ações e emoções humanas, enquanto a cognição emocional lida com emoções individuais e sua interação.Como a cognição social é afetada por experiências passadas?Experiências passadas moldam a cognição social","A cognição social influencia nossas decisões de comportamento, refletindo
nosmos pensamentos sobre relações sociais e experiências passadas."
Quais são os benefícios da cognição social na vida...,5.23,3.36,0.215,0.087,0.172,0.875,0.521,0.5,"A cognição social ajuda na resolução de conflitos, no desenvolvimento de habilidades de comunicação e na formação de relacionamentos.Qual é a importância da cognição social em relação às relações interagenciais?A cognição social é crucial para a formação de relacionamentos e para interações interagenciais eficazes.Como a cognição social contribui para a autoconfiança e o desenvolvimento de habilidades sociais?A cognição social influencia a autoconfiança e o desenvolvimento de habilidades sociais, contribuindo para um melhor funcionamento social.Quais são os efeitos da cognição social na vida adulta e na idade avançada?A cognição social impacta a vida adulta e a idade avançada, influenciando o bem-estar individual, a estabilidade familiar e a estabilidade social.O que é a cognição social e como ela se relaciona com o reconhecimento e a resposta a emoções?","Na vida adulta, ajuda na resolução de conflitos e tomada de decisões; no período senil, promove a saúde mental e ajuda a lidar com solidão e desafios emocionais."
Quais mudanças na cognição social ocorrem durante ...,8.34,0.42,0.101,0.023,0.09,0.444,0.262,0.5,"A cognição social é influenciada pela interação social e o aprendizado do ambiente, permitindo respostas adequadas.Quais são as consequências de uma cognição social inadequada?Pode levar a dificuldades na tomada de decisões, desenvolvimento da personalidade e compreensão do mundo.Qual é o impacto da cognição social na tomada de decisões?A cognição social influencia a avaliação da situação, o processo de tomada de decisão e a seleção das opções.Como a cognição social está relacionada às emoções?A cognição social é influenciada pela interação social e a avaliação das emoções.Quais emoções são envolvidas na cognição social?Amor, medo, raiva, frustração e raiva.Como a cognição social é afetada por experiências de vida?Experiências de vida moldam a cognição social, influenciando a percepção, a tomada","As crianças desenvolvem uma compreensão avançada dos desejos, pensamentos e emoções dos outros, distinguindo-os de suas próprias sensações corporais."
Qual é o marco de desenvolvimento ao longo do prim...,4.78,0.56,0.048,0.012,0.048,0.545,0.322,0.5,"O bebê segue um objeto, indicando desenvolvimento de atenção e controle motor.O que é o ""milho"" em termos de desenvolvimento humano?O ""milho"" refere-se ao desenvolvimento da criança ao longo de 10 anos, com base em 60 pontos de desenvolvimento.Quais são os principais marcos de desenvolvimento em 3 anos?Os principais marcos incluem a capacidade de usar as mãos para manipular objetos, construir pirâmides, e o desenvolvimento da linguagem, incluindo a fala.Qual é a importância da atenção e da atenção seletiva no desenvolvimento infantil?A atenção e a atenção seletiva são cruciais para o desenvolvimento do foco, processamento de informações sensoriais, aprendizado, planejamento e resolução de problemas.Como a atenção seletiva afeta o desenvolvimento cognitivo na infância?A atenção seletiva permite focar em tarefas específicas, levando ao desenvolvimento de habilidades de processamento de informações sensoriais,",Seguir um objeto em 180 graus aos 2 meses de idade.
Quais são exemplos de marcos úteis para avaliar o ...,8.64,0.41,0.056,0.0,0.042,0.111,0.066,0.5,"O sinal de Olivoli e a articulação de ""mama"".Quais são as características do sistema nervoso central e periférico?Sistema nervoso central: controle motor, sensorial, motor, e coordenação de movimentos; sistema de resposta. Sistema nervoso periférico: controle de movimento muscular, sensoriamento, e regulação de funções corporais.Qual é a função dos ganglios basais e a glândula pituitaria?Ganglios basais: secreção de hormônios; glândula pituitaria: secreção de hormônios.Quais são as funções do sistema nervoso vegetativo e o sistema nervoso parasimpático?Sistema nervoso vegetativo: controle dos órgãos internos; sistema nervoso parasimpático: regulação da secreção de enzimas e hormônios.Qual é a função das células nervosas sensoriais e motoras?","Desenvolvimento da teoria da mente, empatia, compreensão complexas de emoções."
Quais são os efeitos da socialização em desenvolvi...,11.83,0.3,0.058,0.012,0.058,0.833,0.469,0.5,"A socialização influencia o desenvolvimento cognitivo, como a linguagem, a tomada de decisões e o planejamento futuro.Qual é o impacto da privação social em desenvolvimento infantil?A privação social afeta negativamente o desenvolvimento cognitivo, emocional e social.Como a privação social afeta a capacidade de aprendizado social e emocional?A privação social limita a capacidade de aprendizado social e emocional, levando a um desenvolvimento infantil incompleto.Quais são as consequências da privação social em crianças e adolescentes?A privação social resulta em crianças e adolescentes com deficiência social, problemas de atenção, dificuldades de aprendizagem, problemas de comunicação, problemas de autoestima, comportamento antisocial, dificuldades no planejamento futuro.Quais são as características dos pais em ambientes de privação social?Os pais em ambientes de privação social são emocionalmente distantes, comunicativos inadequados, e demonstram falta de empatia e solidão.",Crianças socialmente isoladas têm QI e habilidades de compreensão verbal mais baixas.
Qual área do cérebro é responsável pela compressão...,2.03,1.04,0.064,0.052,0.064,0.125,0.073,0.5,"O córtex pré-frontal e o tálamo.Qual é a condição associada a uma lesão cerebral, resultando em perda da consciência do próprio corpo e da incapacidade de se curar?A condição é chamada de atrofia cerebral.Qual condição afeta a agnosia, impedindo a percepção adequada dos estímulos ambientais?A agnosia pode ocorrer devido a lesões no córtex parietal.Qual é a condição relacionada a um déficit na percepção da própria aparência corporal e da posição do corpo em relação ao ambiente?A agnosia de propriocepção.Qual é a condição caracterizada por uma perda da consciência da própria aparência corporal, mas com preservação da agnosia da propriocepção?A agnosia de laim.Qual é a condição resultante da agnosia da propriocepção, mas com preservação da agnosia de",O córtex pré-frontal medial.
Quais mudanças durante a transição de infância e a...,12.6,0.76,0.111,0.041,0.081,0.538,0.338,0.5,"Mudanças hormonais e neurobiológicas, mudanças na interação social e desenvolvimento de habilidades de resolução de conflitos.Qual é a importância dos processos de tomada de decisão e tomada de decisão social em indivíduos com transtornos de personalidade?Processos de tomada de decisão e tomada de decisão social são cruciais para a compreensão das diferenças individuais na motivação, emoção e comportamento, especialmente em indivíduos com transtornos de personalidade.Qual é a relação entre o desenvolvimento do sistema de recompensa e as mudanças na motivação durante a transição de infância para a adolescência?O sistema de recompensa é fundamental para entender as mudanças na motivação, incluindo emoções e comportamento, durante a transição de infância para a adolescência.Como as mudanças na motivação influenciam a escolha de atividades e os objetivos?Mudanças na motivação influenciam a escolha de atividades, a priorização de objetivos e a motivação para alcançar objetivos, sendo influenciadas por","Mudanças em habilidades cognitivas sociais, como processamento de emoções e desenvolvimento da mentalização."
Quais nós são responsáveis pela mentalização e par...,5.56,1.15,0.114,0.066,0.098,0.286,0.174,0.5,"Os núcleos motor, e o córtex parietal.Qual é a função do córtex parietal em relação à mentalização?O córtex parietal é essencial para o desenvolvimento da mentalização.O córtex pré-frontal medial é fundamental para o desenvolvimento da mentalização.Quais outras áreas são implicadas no processo de mentalização?O córtex temporo-parietal, córtex pré-frontal, córtex motor, córtex somato-motórico, córtex cingulado, córtex insulino-cingulado, córtex insulino-hipocampo, córtex insulino-córtex amígdala, córtex insulino-hipocampo, córtex insulino-amigdalino, córtex insulino-hipocampo.O córtex insulino-hipocampo é relevante para a mentalização?","O nó regulador, principalmente o córtex pré-frontal."
Quais fatores contribuem para o desenvolvimento fu...,8.14,0.18,0.01,0.0,0.01,0.111,0.091,0.5,"Fatores como interações sociais, experiências de vida, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções, emoções","Dificuldades neurocognitivas, comportamento social e a influência do ambiente."
Quais recursos mentais contribuem para a capacidad...,7.79,0.33,0.041,0.01,0.041,0.1,0.06,0.5,"A tomada de decisão, a consciência, a auto-regulação e o pensamento social.Qual é a importância da consciência na tomada de decisão social?A consciência permite a avaliação da situação e a seleção de ações adequadas para a situação social.Quais são as duas fases da tomada de decisão social e como elas se relacionam com a consciência?Aphase de aquisição de informação e a fase de tomada de decisão, com a consciência atuando como um filtro na fase de aquisição.Qual papel desempenha o pensamento social na tomada de decisão social?O pensamento social ajuda a prever e entender as perspectivas e comportamentos dos outros, influenciando a tomada de decisão.Qual é a importância do pensamento social na tomada de decisão social?O pensamento social é essencial para prever as ações e reações de outros, permitindo que a tomada de decisão social seja adaptativa.Qual é a importância da auto-regulação na tomada","Percepção social, teoria da mente, processamento das emoções sociais, raciocínio moral."
Quais fatores influenciam o desenvolvimento das ha...,4.28,0.65,0.088,0.038,0.088,1.0,0.575,0.5,"Ambiente familiar, educação, exposição a mídias sociais e experiências sociais.Qual é a importância das habilidades de cognição social na vida diária?Essas habilidades ajudam na tomada de decisões, interação social, compreensão emocional, resolução de conflitos, desenvolvimento de relacionamentos e aprendizagem social.Quais são as consequências de uma cognição social deficiente?Dificuldade para fazer julgamentos adequados, interação social prejudicada, relações românticas e familiares comprometidas, aumento de problemas de saúde mental.Qual é a relação entre cognição social, cognição emocional e cognição de tomada de decisão?Esses três conceitos interagem, influenciando a tomada de decisões, interação social e compreensão emocional.Quais fatores influenciam o desenvolvimento das habilidades de cognição social em adultos?Ambiente familiar, educação, exposição a mídias sociais e experiências sociais.Quais","Experiências de vida, educação e cultura."
Quais fatores podem influenciar as mudanças na cog...,4.93,0.42,0.114,0.034,0.08,0.556,0.322,0.5,"Fatores ambientais, experiências, emoções, saúde física, atividade cognitiva, desenvolvimento de habilidades.Quales habilidades cognitivas são necessárias para a cognição social e como elas evoluem com o envelhecimento?Habilidades de tomada de decisão, resolução de problemas, memória, atenção. Evoluem para se adaptar às necessidades sociais.Qual a importância da cognição social no desenvolvimento da autoconfiança e autoestima?A cognição social influencia a autoconfiança e autoestima, sendo crucial no desenvolvimento social individual.Qual é a relação entre cognição social e tomada de decisão?A cognição social afeta a tomada de decisão, especialmente em situações de conflito social, influenciando as escolhas e ações individuais.Quais são os impactos da cognição social no processo de tomada de decisão em situações de conflito social?A cognição social permite avaliar as consequências e perspectivas de diferentes","Fatores fisiológicos, estilo de vida, condições de saúde relacionadas à idade e experiências de vida."
Qual é o papel da cognição social em indivíduos co...,8.08,3.28,0.194,0.066,0.145,0.571,0.345,0.5,"A cognição social é fundamental para a interação social, incluindo a compreensão das emoções e comportamentos dos outros. No Alzheimer, há um declínio na capacidade de interpretar emoções e comportamentos, afetando as relações sociais.A cognição social é crucial para a interação social, mas está comprometida no Alzheimer, dificultando a compreensão das emoções e comportamentos.Quais estratégias podem ajudar a melhorar a cognição social em indivíduos com Alzheimer?Terapias focadas na cognição social, apoio familiar e estratégias de compensação podem melhorar a capacidade de interação social.","A cognição social é impactada pelas emoções, o estado de saúde do idoso e outros fatores, afetando suas habilidades cognitivas."
Quais distúrbios podem afetar o desenvolvimento da...,2.14,0.39,0.027,0.0,0.027,0.571,0.333,0.5,"Distúrbios genéticos, neurodegenerativos, demencial, neuroinflammatório e disfunção do sistema imunológico.Qual é a importância da cognição social na vida diária?A Cognição Social permite interações sociais e compreensão das emoções e comportamentos humanos.Qual é o papel do sistema imunológico no desenvolvimento da cognição social?O sistema imunológico, especialmente o inflamação, está associado ao desenvolvimento da cognição social.Qual é a relação entre inflamação e cognição social?Inflamação pode levar à disfunção do sistema imunológico, afetando o desenvolvimento da cognição social.Como a cognição social é influenciada pela genética?A cognição social pode ser influenciada por distúrbios genéticos, mas o ambiente também desempenha um papel significativo.Qual é a importância da cognição social","Transtorno do Espectro Autista, Transtorno Bipolar e Esquizofrenia."
Quais são os desafios enfrentados por indivíduos c...,2.88,2.06,0.242,0.122,0.188,0.6,0.37,0.5,"Individuais com esquizofrenia experimentam dificuldades em interpretar emoções e prever comportamentos, levando a falhas em ToM e comunicação social.Qual é a importância do Teoria da Mente (ToM) na interação social?ToM é crucial para entender as intenções e emoções dos outros, facilitando a comunicação e a cooperação social.Como a cognição social é afetada na esquizofrenia?A cognição social é comprometida, resultando em dificuldades em interpretar emoções e prever comportamentos, dificultando a interação social.Quais são os principais sintomas da esquizofrenia?A esquizofrenia é caracterizada por delirios, delírios, alucinas, hallucinas, e alterações na cognição e na linguagem.Quais são os principais sintomas da esquizofrenia?A esquizofrenia é caracterizada por delir","Os indivíduos com esquizofrenia enfrentam dificuldades na cognição social, Teoria da Mente e no reconhecimento de intenções, emoções e linguagens não literais."
Quais são os impactos de uma capacidade prejudicad...,3.74,3.53,0.186,0.088,0.142,0.625,0.356,0.5,"Um ToM prejudicado afeta negativamente as relações sociais, o processamento emocional e a cognição social, levando a dificuldades em interações sociais.A deficiência em ToM pode levar a distúrbios na saúde mental, como depressão, ansiedade e esquizofrenia, devido à incapacidade de interpretar e prever os estados e comportamentos humanos.Qual é a importância de observar o comportamento social em crianças para avaliar o desenvolvimento do ToM?A observação do comportamento social em crianças ajuda a avaliar o desenvolvimento de habilidades de ToM, como a capacidade de prever ações baseadas em intenções, emoções e estados emocionais, que são cruciais para o desenvolvimento de habilidades sociais.Quais são as diferenças entre a Teoria da Mente (ToM) e o Empatia na cognição social?A Teoria da Mente (ToM) envolve a capacidade de prever as ações e estados emocionais de outras pessoas","Uma capacidade prejudicada de ToM afeta negativamente o funcionamento social e agrava os sintomas psiquiátricos, levando a dificuldades em regular emoções e a retirada dos relacionamentos."
Quais são os efeitos dos déficits na cognição soci...,4.55,0.35,0.026,0.0,0.026,0.714,0.438,0.5,"Deficit na cognição social afeta a interação social, a tomada de decisões e a tomada de decisões.Como a cognição social afeta a capacidade de avaliar a experiência do outro e a forma como é percebida?A cognição social permite avaliar a experiência do outro, afetando a forma como a experiência é percebida.Qual é o impacto da cognição social em indivíduos com demência na capacidade de interação social?A cognição social afeta a capacidade de interação social, influenciando a tomada de decisões.Qual é a importância de um ambiente seguro para indivíduos com demência com déficits na cognição social?Um ambiente seguro é crucial para indivíduos com demência com déficits na cognição social, ajudando a manter a segurança e a dignidade.",Aprimoram os sintomas psiquiátricos e necessitam de tratamento individualizado.
Quais são as consequências das deficiências na men...,8.75,0.6,0.052,0.026,0.039,0.429,0.247,0.5,"Deficiências podem levar a problemas de aprendizagem, comportamento e desenvolvimento social.Quais são os sintomas da demência leve?Problemas de memória, tomada de decisões, linguagem, consciência, cognição, habilidades motoras e funcionamento social.Quais são os sintomas da demência moderada?Distúrbios na cognição, habilidades motoras, atenção, memória, linguagem, percepção, emoções, julgamento, tomada de decisões, funcionamento social, e comportamento.Qual é a principal diferença entre demência leve e demência moderada?A demência leve afeta as habilidades cognitivas, enquanto a demência moderada afeta a tomada de decisões.Qual é o principal fator de risco para a demência?A idade avanzada é o fator de risco principal.Qual é a diferença entre demência leve e demência moderada em termos de anos de idade para desenvolver a doença?",Implicam em desafios no desenvolvimento social e cognitivo.
Quais são as associações entre inteligência e cogn...,2.37,1.65,0.187,0.089,0.132,0.7,0.42,0.5,"As crianças com autismo demonstram uma inteligência superior, mas têm dificuldades em entender e prever comportamentos sociais.Quais estratégias podem ajudar no desenvolvimento de cognição social?O uso de modelos mentais e a prática de cenários sociais.Qual é o papel dos cuidadores em apoiar o desenvolvimento de cognição social em crianças autistas?Os cuidadores podem facilitar a compreensão das emoções e emoções em crianças autistas.Quais são os desafios enfrentados por crianças autistas na resolução de conflitos?A dificuldade em reconhecer emoções e emoções em si.Qual é a importância de um ambiente seguro e empático no desenvolvimento de cognição social?O ambiente ajuda a entender emoções e emoções, promovendo um melhor desenvolvimento da cognição social.Como o distúrbio do espectro autista afeta o desenvolvimento das habilidades sociais?O autismo afeta o desenvolvimento das habilidades sociais",O estudo compara associações na cognição social e inteligência em crianças com e sem transtornos do espectro autista.
Quais aspectos da saúde mental são melhorados na t...,12.4,1.03,0.063,0.026,0.063,0.778,0.481,0.5,"A terapia melhora a qualidade de vida, saúde mental, habilidades de coping e gestão da doença.Quais são as características da cognição social em pacientes com transtorno bipolar?A cognição social envolve a capacidade de interpretar e responder adequadamente a situações sociais, sendo alterada em pacientes com transtorno bipolar.O que é a cognição social e como é afetada em pacientes com transtorno bipolar?A cognição social é a capacidade de interpretar e responder adequadamente a situações sociais, sendo alterada em pacientes com transtorno bipolar.Qual é o impacto da cognição social na qualidade de vida dos pacientes com transtorno bipolar?A cognição social afeta a capacidade dos pacientes de interagir e navegar em suas vidas sociais, impactando a qualidade de vida.Qual é a importância da cognição social na terapia de pacientes com transtorno bipolar?A cognição social é","Função, qualidade de vida e bem-estar."
Quais são os componentes essenciais de um processo...,7.6,4.15,0.154,0.083,0.154,0.5,0.276,0.5,"O processo de tomada de decisão envolve avaliação de risco, seleção de opções e execução de uma decisão.Qual é a importância do planejamento no processo de tomada de decisão?O planejamento ajuda a priorizar objetivos e estratégias, reduzindo indecisões.Qual é a relação entre tomada de decisão e comportamento humano?Tomada de decisão influenciada pelo contexto social, fatores ambientais e emoções.Qual é o papel do cérebro na tomada de decisão?O cérebro realiza avaliações, previsões e medos, permitindo decisões informadas.Como os fatores ambientais influenciam a tomada de decisão?Fatores ambientais como contexto social, emoções e estímulos externos podem afetar as escolhas e priorizações de uma pessoa.Qual é a importância de uma avaliação racional em um processo de tomada de decisão?Uma avaliação racional permite que as opções sejam avaliadas de forma justa, levando a decisões mais eficazes.Como a","O processo de tomada de decisão envolve identificar opções, estimar valores, comparar e escolher para atingir objetivos, minimizando custos de tempo e esforço."
Qual é a base do processo de tomada de decisão (TD...,11.71,1.08,0.093,0.021,0.093,0.8,0.463,0.5,"O processo de tomada de decisão (TD) é fundamentado em sistemas de processamento de informação, onde as informações são analisadas para tomar decisões.Quais são as duas formas de tomar decisões em TD?TD envolve tomar decisões de forma individual ou coletivamente.Quais são as três formas de tomada de decisão individual em TD?Tomada de decisão individual pode ser individual, interativa, ou grupal.Qual é a forma de tomada de decisão individual que é considerada ideal para o TD?A tomada de decisão individual ideal é interativa, pois permite a interação com o ambiente.Qual é a forma de tomada de decisão individual que não é ideal para o TD?A tomada de decisão individual ideal não é a tomada de decisão grupal, pois não envolve interação com o ambiente.Qual é a forma de tomada de decisão individual que envolve tomada de decisão coletiva?A forma de tomada de decisão individual","O processo de TD é baseado no conhecimento prévio ou crença, envolvendo fatores cognitivos, percepção do ambiente e análise de possibilidades."
Qual é a diferença entre tomada de decisão impulsi...,4.25,4.04,0.122,0.079,0.122,1.0,0.581,0.5,"A tomada de decisão impulsiva é rápida e emocional, enquanto a deliberativa é lenta, lógica e emocional.Qual é a influência da cognição social em uma situação de tomada de decisão?A cognição social influencia as decisões de uma pessoa considerando o comportamento, emoções e atitudes dos outros.Qual é o papel do sistema de recompensa em a tomada de decisão?O sistema de recompensa é fundamental para motivar a tomada de decisão, com recompensas e punições influenciando as escolhas.Como a cognição social afeta as decisões individuais?A cognição social afeta as decisões individuais considerando a perspectiva, emoções e atitudes dos outros.Qual é a relação entre cognição social e tomada de decisão coletiva?A cognição social é crucial para a tomada de decisão coletiva, influenciada pelas emoções, atitudes e perspectivas dos outros.Qual é a diferença entre tomada de decisão individual e","Tomada de decisão impulsiva é rápida, envolvendo atalhos cognitivos, enquanto deliberativa é lenta, ponderando variáveis e riscos."
Quais três sistemas principais são envolvidos na t...,5.3,1.84,0.181,0.118,0.149,0.4,0.243,0.5,"O sistema de recompensa, o sistema de controle de ação e o sistema de atenção.Qual é a função do sistema de recompensa em relação à tomada de decisão?O sistema de recompensa é responsável pelo processamento do valor da recompensa, influenciando a seleção de ações.Qual neurotransmissor é primário no sistema de recompensa?DAAT e dopamina.O que é o sistema de controle de ação e como contribui para a tomada de decisão?O sistema de controle de ação é responsável pelo planejamento de ações e para a execução de movimentos.O que é o sistema de atenção e como interage com os outros dois sistemas?O sistema de atenção é responsável por priorizar estímulos e para focar na tomada de decisão.Qual é o papel do sistema de atenção no processo de tomada de decisão?O sistema de atenção ajuda a determinar qual estímulo deve ser tratado, priorizando ações de acordo","Sistema de codificação de estímulo, sistema de seleção de ação e sistema de recompensa esperada."
Qual é a função do córtex orbitofrontal no process...,8.44,1.91,0.114,0.046,0.114,0.857,0.504,0.5,"O córtex orbitofrontal é envolvido no processo de tomada de decisão, influenciando a escolha de ações com base em recompensas e recompensas esperadas.Qual é o papel do córtex pré-frontal na tomada de decisão?O córtex pré-frontal é responsável por avaliar as consequências de ações passadas e prever o resultado futuro.Quais são os dois tipos de decisões mencionados no texto?Decisões de valor e decisões de probabilidade.Como as decisões de valor e probabilidade se diferenciam na tomada de decisão?Decisões de valor envolvem avaliar recompensas, enquanto decisões de probabilidade envolvem prever resultados.Quais são os dois tipos de tomada de decisão?Tomada de decisão de curto prazo e tomada de decisão de longo prazo.Qual é a diferença entre tomada de decisão de curto prazo e tomada de decisão de longo prazo?Tom",O córtex orbitofrontal é fundamental no sistema de codificação de estímulo durante a fase de análise.
Qual sistema neural interliga regiões cerebrais re...,4.19,3.16,0.182,0.053,0.143,0.5,0.311,0.5,"Sistema de neurotransmissão dopaminergica.Quais áreas são afetadas pela lesão do sistema de neurotransmissão dopaminergica?Frontal, parietal, temporal e hipocampo.Qual condição pode surgir com lesões no sistema de neurotransmissão dopaminergica?Distúrbios de comportamento.Quais são as implicações para a tomada de decisão em distúrbios de comportamento?Pessoas com distúrbios de comportamento apresentam dificuldades em avaliar riscos e recompensas, levando a decisões impulsivas.Qual é a importância do sistema de neurotransmissão dopaminergica na tomada de decisão?Atribui valores e recompensa a ações, influenciando a escolha entre recompensas imediatas e futuras.Qual é o papel do sistema de neurotransmissão dopaminergica na tomada de decisão?O sistema de neurotransmissão dopaminerg","O sistema de recompensa esperada interliga regiões como amígdala e córtex pré-frontal, influenciando a escolha por recompensas com base no aprendizado do passado."
Qual região do cérebro é fundamental para a tomada...,4.75,6.74,0.225,0.17,0.202,0.889,0.559,0.5,"A região prefrontal, especialmente o córtex medial e o lobo temporoparietal, é essencial para a tomada de decisão influenciada pelo sono.Qual é a função do córtex medial do lobo frontal?O córtex medial do lobo frontal é fundamental para a tomada de decisão, especialmente em situações de alta exigência cognitiva e conflito.Qual é o papel do córtex pré-frontal lateral e do lobo temporal na tomada de decisão influenciada pelo sono?O córtex pré-frontal lateral e o lobo temporal contribuem para a tomada de decisão influenciada pelo sono, especialmente em situações de baixa exigência cognitiva e conflito.Qual é a relação entre o sono e a atividade da amígdala?O sono é fundamental para regular a atividade da amígdala, o que contribui para a tomada de decisão influenciada pelo sono.Qual é a contribuição do córtex","O córtex pré-frontal sofre modulação da ínsula e do córtex cingulado, importante para a tomada de decisão influenciada pelo sono."
Quais são as características da fase 1 do sono?...,9.03,1.69,0.166,0.042,0.124,0.8,0.454,0.5,"Fase 1 é um sono de leve profundidade, com um aumento leve no peso corporal, relaxamento muscular e sensibilidade sensorial.Qual é a função da fase 2 do sono?Fase 2 é um sono de profundidade moderada, onde os movimentos do corpo se tornam mais lentos, e a sensibilidade sensorial é reduzida.Qual é a importância da fase 3 do sono?Fase 3 é um sono de profundidade profunda, caracterizado por movimentos lentos do corpo, sensibilidade sensorial reduzida e um estado de relaxamento muscular.Quais são os benefícios do sono reparador durante a fase 4 do sono?Fase 4 é um sono de profundidade profunda, com um sono reparador, onde o corpo é completamente relaxado, sensibilidade sensorial é reduzida e movimentos corporais lentos.Qual é a importância das ondas de sono no","Fase 1 é a fase mais leve com sono superficial, como um cochilo, e diminuição da atividade cerebral."
Quão muitas horas de sono um indivíduo precisa por...,2.19,0.59,0.059,0.0,0.029,0.273,0.179,0.5,"No mínimo 7-8 horas.Quais são os dois principais tipos de sono?Sonolência e sono profundo.Qual é a característica da sonolência?Sonolência é o estado de sono agudo e leve.Qual é a característica do sono profundo?Sonolência é um estado de sono agudo e leve.Quais são as duas fases do sono profundo?Fase 1 e fase 2.Qual é a característica da fase 1 do sono profundo?O cérebro é mais ativo, mas o corpo é mais receptivo.Qual é a característica da fase 2 do sono profundo?O cérebro é mais receptivo.Qual é a característica da fase 3 do sono profundo?O cérebro é mais ativo, mas o corpo é mais receptivo.Quais são as três fases do sono profundo?",De 7 a 9 horas.
